product_name;product_type;sales_volume;price;sale_time;date;platform;brand;reviews;rating
Profound full-range array;?? dùng nhà b?p;3418;434,49;Tháng 1;12/09/2022;Lazada;Axe;337;3,8
Self-enabling fresh-thinking strategy;Son bóng;3517;453,47;Tháng 3;26/12/2023;Lazada;Aveda;670;3,8
Multi-layered attitude-oriented pricing structure;M?t n? thiên nhiên;4207;194,32;Tháng 2;26/02/2023;Shopee;H&M;542;2,8
Streamlined leadingedge project;M?t n? ng?;1488;187,08;Tháng 11;24/11/2021;Shopee;Pampers;589;3,9
Phased clear-thinking analyzer;M?t n? ng?;2961;425,98;Tháng 11;29/06/2024;Lazada;Muji;290;2,9
Up-sized bottom-line productivity;N??c hoa;220;96,56;Tháng 8;25/09/2023;Shopee;Paula's Choice;331;3,5
Programmable analyzing access;Serum vitamin C;2190;432,26;Tháng 5;08/01/2022;Shopee;Innisfree;141;1,5
Expanded bi-directional encoding;B?ng ph?n m?t;2936;166,36;Tháng 9;19/11/2022;Shopee;Cosrx;3;1,5
Extended zero administration definition;S?n ph?m làm s?n ch?c;4138;254,9;Tháng 1;14/11/2021;Lazada;Bioré;131;1,5
Ergonomic didactic algorithm;D?u t?y trang;4198;137,84;Tháng 8;03/03/2023;Lazada;SNAILWHITE;17;4,2
Customizable local access;N??c t?y trang;1397;127;Tháng 10;05/04/2024;Shopee;Kraft;603;3
Front-line value-added frame;?? ch?i giáo d?c;2066;95,92;Tháng 2;02/05/2022;Lazada;Benton;198;4,3
Multi-channeled bottom-line knowledge user;S?n ph?m gi?m thâm;2907;385,56;Tháng 6;02/01/2022;Shopee;Farsali;322;2,9
Balanced transitional approach;Gia d?ng;1481;336,54;Tháng 1;26/02/2023;Shopee;Dove Body Wash;40;1,1
Mandatory systemic customer loyalty;Sách;3120;15,98;Tháng 1;04/09/2022;Lazada;Sony;504;1,5
Virtual 6thgeneration time-frame;Ph?n ph?;2906;25,97;Tháng 3;16/07/2024;Lazada;TIGI;721;3
Pre-emptive real-time throughput;M? ph?m trang ?i?m;2138;498,97;Tháng 11;01/04/2022;Lazada;Dove;985;3,7
Face-to-face national intranet;Máy l?c không khí;1909;299,51;Tháng 1;28/09/2023;Lazada;Neutrogena;985;1,7
Networked secondary task-force;S?n ph?m d??ng tóc;42;188,76;Tháng 12;15/06/2022;Lazada;Burt's Bees;504;2
Triple-buffered national productivity;?? g?;3431;179,1;Tháng 6;14/03/2023;Shopee;Muji;657;1,7
Right-sized bottom-line system engine;S?n ph?m làm s?ch sâu;809;486,36;Tháng 11;21/05/2023;Lazada;Yves Saint Laurent;675;1
Upgradable secondary hardware;Kem d??ng;1845;232,48;Tháng 10;03/12/2021;Lazada;Zara;182;3,6
Configurable mobile focus group;S?n ph?m d??ng ?m;1224;410,15;Tháng 7;19/06/2023;Lazada;Tatcha;825;4,8
Front-line discrete monitoring;Máy s?y tóc;2857;110,56;Tháng 1;15/01/2022;Lazada;Cosrx;289;2,1
Programmable interactive extranet;N??c hoa;152;76,77;Tháng 1;14/05/2024;Shopee;Pond's;957;3,9
Universal client-server circuit;M?t n? thiên nhiên;3125;188,28;Tháng 11;11/12/2022;Lazada;Burt's Bees;362;4,3
Upgradable secondary website;N??c hoa nam;4843;249,48;Tháng 2;26/02/2022;Shopee;Benton;692;3,6
Robust fault-tolerant forecast;Th?c ph?m ch?c n?ng;379;255,24;Tháng 8;02/08/2024;Shopee;TIGI;298;1,4
Switchable multimedia infrastructure;Máy l?c không khí;172;414,13;Tháng 11;11/02/2023;Lazada;Althea;779;2,9
Distributed intangible pricing structure;M?t n? thiên nhiên;3073;380,48;Tháng 8;26/09/2022;Shopee;Almay;922;4,8
Devolved stable throughput;S?n ph?m ch?m sóc da m?t;2101;499,06;Tháng 10;30/01/2022;Lazada;Lancôme;149;2
Open-source multimedia artificial intelligence;?? dùng tr? em;1014;478,41;Tháng 8;16/02/2024;Lazada;Himalaya;100;2,8
Cloned multi-tasking system engine;?? dùng tr? em;319;182,76;Tháng 5;30/01/2022;Lazada;Shiseido;74;1,3
Face-to-face mission-critical implementation;S?n ph?m làm ??p;3458;395,26;Tháng 9;20/12/2021;Shopee;Make Up For Ever;71;3,9
Diverse responsive hub;S?n ph?m du l?ch;1207;313,83;Tháng 4;03/12/2021;Lazada;Olay;132;3,4
Optimized transitional task-force;M?t n? thiên nhiên;2653;27,64;Tháng 3;06/11/2022;Lazada;Dove Men+Care;592;4,5
Optional high-level core;S?n ph?m làm s?n ch?c;2625;463,08;Tháng 3;24/02/2024;Shopee;Burt's Bees;19;4,7
Stand-alone bandwidth-monitored analyzer;?? ch?i;3081;393,59;Tháng 7;19/10/2023;Lazada;Benefit Cosmetics;502;2,5
Grass-roots actuating application;?? dùng h?c t?p;2637;329,25;Tháng 8;18/02/2023;Lazada;Kiehl's;975;2,8
Synergistic coherent focus group;S?a t?m;702;293,11;Tháng 11;12/10/2022;Lazada;Aveda;326;2,7
Intuitive foreground utilization;S?a t?m;1044;400,45;Tháng 5;07/08/2023;Lazada;P&G;529;4,8
Focused incremental emulation;Thi?t b? v?n phòng;472;180,07;Tháng 12;03/03/2024;Lazada;Wella;143;4
Decentralized optimal utilization;S?n ph?m làm m?m da;1977;407,02;Tháng 6;03/07/2023;Lazada;Vichy;580;3,9
Enhanced zero tolerance productivity;S?n ph?m b?o v? môi tr??ng;882;199,11;Tháng 5;08/08/2024;Lazada;Fa;928;2,7
Triple-buffered eco-centric capability;Thi?t b? chi?u sáng;358;119,02;Tháng 6;05/12/2022;Shopee;Dove Purely Pampering;352;4,5
Horizontal actuating task-force;Son bóng;618;265,07;Tháng 9;05/02/2022;Shopee;Essie;886;2,3
Universal context-sensitive paradigm;N??c hoa n?;2505;291,93;Tháng 10;25/03/2023;Lazada;TIGI;694;2,9
Realigned radical open architecture;Kem ch?ng n?ng v?t lý;2307;346,59;Tháng 5;24/12/2023;Lazada;L'Oreal Elvive;867;4,1
Balanced content-based migration;N??c cân b?ng;3243;331,12;Tháng 3;03/12/2023;Shopee;Pond's;205;4,4
Optimized didactic projection;M? ph?m trang ?i?m;1981;437,09;Tháng 11;14/09/2022;Shopee;Clinique;651;3,4
Versatile incremental adapter;Th?c ph?m s?ch;3225;141,5;Tháng 5;11/01/2024;Lazada;Olay;456;4,3
Programmable stable pricing structure;?? dùng tr? em;4843;477,47;Tháng 5;02/08/2023;Lazada;L'Occitane;87;1,2
Object-based grid-enabled info-mediaries;D?u t?y trang;869;353,56;Tháng 3;17/05/2023;Lazada;Tarte Cosmetics;872;2,8
Realigned 4thgeneration paradigm;Gia d?ng;2014;45,51;Tháng 3;08/07/2024;Lazada;Yves Rocher;358;2,6
Optimized analyzing moratorium;S?n ph?m ch?ng gàu;3910;496,41;Tháng 7;08/01/2023;Lazada;Eucerin;12;2,1
Configurable 3rdgeneration encryption;S?n ph?m làm tr?ng;587;172,14;Tháng 4;02/08/2023;Shopee;Jojoba Oil;695;2,8
Digitized tangible moderator;Gel lô h?i;2089;297,12;Tháng 6;01/10/2023;Lazada;NARS;147;3,7
User-friendly composite system engine;?i?n t?;4284;466,37;Tháng 4;09/08/2023;Lazada;Farsali;48;2,2
Profit-focused responsive encryption;M?t n? d??ng da;1314;438,43;Tháng 12;18/05/2023;Shopee;Zara;718;2
Expanded responsive methodology;M? ph?m h?u c?;315;449,68;Tháng 4;02/02/2022;Shopee;Olay;752;1,4
Synergistic 5thgeneration strategy;M?t n? ng?;4881;267,75;Tháng 6;04/11/2022;Shopee;TRESemmé;703;2,7
Profit-focused actuating groupware;Thi?t b? âm thanh;4859;46,89;Tháng 2;16/02/2024;Shopee;Neutrogena;729;4,1
Seamless zero-defect parallelism;V?n phòng ph?m;1448;77,01;Tháng 7;26/09/2022;Shopee;LG;684;4,1
Networked transitional function;Bút k? mày;841;316,93;Tháng 11;06/01/2022;Lazada;Garnier SkinActive;956;2
Down-sized background artificial intelligence;Kem m?t;649;238,4;Tháng 10;19/09/2022;Shopee;Garnier Fructis;308;2,6
Triple-buffered tertiary attitude;M?t n? d??ng da;989;493,77;Tháng 8;13/03/2022;Lazada;Kraft;478;4,5
Proactive composite help-desk;N??c t?y trang;1113;233,28;Tháng 12;21/05/2024;Lazada;Essie;266;4
Progressive tertiary help-desk;D?u x?;40;204,86;Tháng 4;12/01/2024;Shopee;Physiogel;441;3,6
Total neutral parallelism;Kem d??ng;4368;342,9;Tháng 12;13/06/2022;Shopee;Yves Rocher;120;4,9
Profound even-keeled encoding;Sách;1107;495,93;Tháng 9;21/09/2022;Lazada;Uniqlo;731;3,2
Versatile demand-driven model;S?n ph?m x?t khoáng;2543;103,22;Tháng 10;12/11/2023;Lazada;Benefit Cosmetics;738;2
Organized holistic hub;Son môi;286;61,6;Tháng 8;25/03/2022;Lazada;Yves Rocher;998;1,3
Grass-roots cohesive info-mediaries;S?n ph?m d??ng tóc;4081;55,5;Tháng 6;17/01/2023;Shopee;Dove Men+Care;891;2,9
Seamless user-facing neural-net;Th?c ph?m ch?c n?ng gi?m cân;3178;134,8;Tháng 3;22/03/2023;Lazada;Neutrogena;832;4,3
Total explicit project;Máy s?y tóc;4622;56,21;Tháng 11;17/04/2022;Shopee;Burt's Bees;360;1,8
Upgradable eco-centric customer loyalty;Kem m?t;4556;359,56;Tháng 5;24/09/2022;Shopee;Smashbox;322;1,5
Monitored user-facing hub;S?n ph?m làm s?ch;1769;21,46;Tháng 12;08/05/2023;Shopee;Physiogel;798;2,8
Vision-oriented didactic frame;D?u x?;51;126,51;Tháng 12;02/01/2024;Shopee;The Ordinary;815;2
Exclusive optimizing hardware;S?n ph?m ch?ng n?ng;178;353,39;Tháng 4;23/12/2021;Shopee;Dior;691;4,7
Decentralized national process improvement;S?n ph?m gi?m thâm;2287;238,2;Tháng 11;12/10/2022;Lazada;Olay;332;1,1
Implemented multi-tasking solution;Serum vitamin C;1554;62,14;Tháng 3;04/05/2023;Shopee;Axe;847;5
Re-engineered responsive application;?i?n t?;4195;350,59;Tháng 1;30/11/2023;Lazada;Simple;319;3,7
Cross-platform contextually-based open system;?? dùng nhà b?p;2435;400,2;Tháng 4;20/09/2022;Lazada;L'Occitane;690;2
Profit-focused dynamic collaboration;?? b?i;4490;205,09;Tháng 6;28/03/2022;Shopee;Burt's Bees;516;1,4
Extended tertiary circuit;Th?c ph?m;214;239,55;Tháng 1;19/08/2023;Shopee;Pampers;213;1,9
Multi-lateral intangible circuit;S?n ph?m x?t khoáng;1666;344,43;Tháng 12;28/07/2023;Shopee;Revlon Colorstay;233;1,5
Vision-oriented systemic capacity;Ph? ki?n ?i?n tho?i;433;84,34;Tháng 2;21/07/2023;Lazada;Revlon Colorstay;617;4,3
Optimized system-worthy frame;M? ph?m;933;71,15;Tháng 5;06/05/2023;Shopee;Shu Uemura;833;2,3
Distributed reciprocal neural-net;S?n ph?m làm tr?ng;1349;408,65;Tháng 6;25/07/2022;Lazada;SK-II;125;4,5
Fully-configurable 24hour migration;Kem ch?ng n?ng v?t lý;3495;467,47;Tháng 9;20/07/2023;Lazada;Coca-Cola;177;3,1
Business-focused didactic strategy;Kem ch?ng n?ng hóa h?c;834;224,43;Tháng 1;26/11/2021;Shopee;Avène;596;4,3
Innovative 4thgeneration initiative;B? s?n ph?m ch?m sóc da;2457;194,62;Tháng 9;29/08/2022;Lazada;Missha;859;3,1
Ameliorated incremental ability;Bút k? m?t;1986;215,06;Tháng 3;12/05/2022;Lazada;Apple;915;2,2
Fundamental transitional forecast;Sách;4415;153,91;Tháng 10;20/08/2022;Shopee;The Inkey List;97;2,5
Devolved demand-driven implementation;Tinh ch?t d??ng da;4328;207,92;Tháng 7;14/01/2023;Lazada;Missha;929;4
Profit-focused maximized matrix;S?n ph?m công ngh?;2447;294,13;Tháng 7;22/07/2024;Lazada;Dove;371;4,2
Cloned fault-tolerant approach;Mì ?n li?n;4960;351,12;Tháng 8;12/06/2022;Lazada;Urban Decay;730;4,7
Persistent bi-directional analyzer;Th?c ph?m ch?c n?ng gi?m cân;4502;303,18;Tháng 3;02/03/2022;Shopee;Glade;539;2,4
Front-line discrete infrastructure;Th?c ph?m ch?c n?ng;4492;380,58;Tháng 5;11/01/2023;Shopee;TRESemmé;721;3,8
Integrated logistical open system;M?t n? ng?;2720;84,68;Tháng 11;16/07/2022;Shopee;L'Oréal;372;1,9
Centralized reciprocal throughput;N??c hoa nam;1439;302,59;Tháng 2;20/05/2024;Shopee;Fanta;416;4,7
Multi-lateral client-server capability;S?n ph?m gi?m cân;3225;47,94;Tháng 6;03/05/2023;Lazada;Shiseido;640;4,4
Realigned optimizing parallelism;Gia d?ng;2823;23,46;Tháng 4;20/11/2023;Lazada;Aveeno;898;1,8
Exclusive cohesive protocol;?? g?;3244;455,56;Tháng 8;21/05/2023;Shopee;Zalora;691;2,5
User-centric value-added open architecture;S?n ph?m ch?m sóc s?c kh?e;3720;340,24;Tháng 11;19/01/2023;Shopee;Muji;687;2,7
Reactive fresh-thinking support;Kem ch?ng n?ng hóa h?c;4445;361,97;Tháng 1;14/01/2023;Shopee;Fenty Beauty;671;3,8
Face-to-face dynamic synergy;S?n ph?m làm tr?ng;4889;284,03;Tháng 11;09/12/2021;Shopee;MAC Cosmetics;773;3,4
Optional asynchronous open architecture;B? s?n ph?m ch?m sóc da;4777;31,91;Tháng 11;30/07/2024;Shopee;Nivea;781;2,1
Universal methodical workforce;S?n ph?m ch?m sóc s?c kh?e;328;248,1;Tháng 6;13/06/2023;Lazada;Wella;477;4,1
Right-sized even-keeled middleware;N??c hoa h?ng;3029;493,9;Tháng 10;07/09/2022;Lazada;Garnier SkinActive;310;2,1
Grass-roots reciprocal knowledge user;N??c cân b?ng;489;241,19;Tháng 9;14/03/2022;Shopee;Head & Shoulders;751;4,9
Innovative web-enabled instruction set;?? b?i;3394;403,89;Tháng 3;31/03/2023;Lazada;Sally Hansen;634;2,1
Reactive explicit ability;Máy tính xách tay;4350;294,06;Tháng 1;16/02/2022;Lazada;The Body Shop;376;4,4
Distributed clear-thinking Graphic Interface;S?n ph?m gi?m thâm;4260;124,03;Tháng 1;07/01/2023;Shopee;Burt's Bees;889;3,9
Realigned contextually-based functionalities;Th?c ph?m s?ch;2663;96,35;Tháng 2;10/12/2022;Lazada;Coty;490;1,3
Right-sized bottom-line archive;M? ph?m châu Âu;1530;231,84;Tháng 10;31/07/2022;Lazada;Almay;280;3,1
Multi-channeled value-added success;Giày dép;366;307,46;Tháng 5;24/11/2021;Shopee;Coty;674;3,8
Centralized dedicated matrix;S?n ph?m d??ng móng;4217;139,17;Tháng 3;10/08/2022;Shopee;Freeman;146;1,9
Compatible clear-thinking moratorium;N??c hoa h?ng;2510;241,94;Tháng 12;30/05/2022;Shopee;Bioré;506;4,9
Visionary demand-driven frame;B? s?n ph?m ch?m sóc da;1039;162,17;Tháng 1;12/01/2022;Shopee;Dove Purely Pampering;382;4,6
User-friendly empowering Graphical User Interface;V?n phòng ph?m;3790;139,94;Tháng 11;19/10/2022;Lazada;Coty;63;3,7
Seamless high-level groupware;Thi?t b? gia ?ình;77;309,02;Tháng 12;10/02/2022;Lazada;Sally Hansen;138;4,9
Cross-platform dynamic model;S?n ph?m d??ng tóc;3512;420,49;Tháng 12;21/10/2023;Shopee;Sally Hansen;172;3,5
Secured optimizing toolset;Giày dép;4766;105,33;Tháng 7;10/01/2022;Shopee;Huggies;243;4,3
Business-focused systemic encoding;M? ph?m châu Âu;4498;98,67;Tháng 4;11/01/2024;Shopee;Colgate;407;4,6
Assimilated grid-enabled adapter;?? dùng tr? em;3724;323,58;Tháng 6;28/12/2022;Lazada;Shu Uemura;942;2,8
Seamless maximized infrastructure;S?n ph?m ch?m sóc thú c?ng;1011;292,11;Tháng 11;28/10/2022;Lazada;Revlon;694;4,7
Front-line optimizing task-force;Máy ?nh;852;190,09;Tháng 7;15/03/2023;Shopee;Nivea Men;737;3,8
Ergonomic non-volatile access;S?n ph?m b?o v? môi tr??ng;3594;78,42;Tháng 2;06/02/2023;Lazada;Pampers;711;4,5
Visionary bandwidth-monitored database;Serum retinol;3567;113,21;Tháng 10;07/12/2023;Shopee;Huggies;340;4,7
Operative 5thgeneration instruction set;S?n ph?m d??ng móng;4395;252,33;Tháng 10;27/11/2022;Shopee;Drunk Elephant;746;1,4
Visionary global artificial intelligence;?? b?i;221;365,79;Tháng 10;11/08/2022;Lazada;O.P.I.;338;2,1
Organic web-enabled service-desk;S?n ph?m d??ng ?m;3861;392,79;Tháng 9;29/03/2022;Lazada;The Ordinary;901;1,1
Fundamental homogeneous structure;S?n ph?m d??ng móng;3933;374,89;Tháng 4;09/05/2024;Shopee;Burt's Bees;889;2,6
Diverse foreground open architecture;Thi?t b? th? thao;4544;332,66;Tháng 9;26/04/2022;Shopee;Dior;700;2,4
Devolved real-time knowledgebase;Kem d??ng;1761;497,49;Tháng 9;15/05/2022;Lazada;Dove Men+Care;918;2,2
Focused uniform emulation;Máy l?c không khí;4202;53,24;Tháng 7;12/11/2022;Shopee;SkinCeuticals;975;3,1
Profound asymmetric conglomeration;Thi?t b? v?n phòng;4918;396,77;Tháng 9;04/05/2024;Shopee;Drunk Elephant;72;4,4
Profit-focused national conglomeration;S?n ph?m du l?ch;2309;263,45;Tháng 7;15/08/2024;Lazada;Shu Uemura;169;5
Multi-layered impactful migration;S?n ph?m làm s?ch;3068;450,78;Tháng 3;05/07/2022;Lazada;Aveda;830;4,1
Inverse logistical core;Ph? ki?n th?i trang;1115;309,24;Tháng 12;30/11/2023;Lazada;Benefit Cosmetics;36;4,8
Re-engineered contextually-based function;Kem d??ng;1422;348,04;Tháng 4;05/09/2023;Lazada;Adidas;667;2,9
Mandatory homogeneous pricing structure;Túi xách;1368;241,95;Tháng 9;01/11/2021;Lazada;Bobbi Brown;200;4,4
Multi-tiered dedicated conglomeration;Gia d?ng;4574;31,25;Tháng 3;23/06/2022;Shopee;Dove;722;4,4
Polarized multimedia website;S?n ph?m du l?ch;2564;159,57;Tháng 4;23/08/2023;Lazada;Hada Labo;875;4,3
Devolved fresh-thinking initiative;Máy s?y tóc;1941;139,08;Tháng 2;25/07/2024;Shopee;Dr. Jart+;840;3,6
Down-sized encompassing middleware;S?n ph?m làm s?ch;4897;76,61;Tháng 6;06/11/2021;Shopee;Burt's Bees;320;4,9
Centralized fresh-thinking firmware;Serum retinol;4320;210,59;Tháng 7;16/07/2022;Shopee;LANEIGE;863;3,8
Ergonomic methodical extranet;?? ?n nhanh;2759;438,5;Tháng 11;25/09/2023;Lazada;Olay;333;3,6
Managed multi-tasking matrices;D?u t?y trang;4924;177,31;Tháng 6;18/09/2024;Shopee;Olay Regenerist;533;2,9
Innovative hybrid knowledgebase;Gia d?ng;4116;69,92;Tháng 10;26/06/2023;Lazada;Freeman;918;3,5
Progressive zero tolerance circuit;M? ph?m Nh?t B?n;2112;411,72;Tháng 2;21/03/2022;Shopee;Olay;102;1,3
Cloned asynchronous portal;S?n ph?m gi?m cân;1525;339,12;Tháng 11;17/08/2023;Shopee;Revlon;740;3,3
Future-proofed encompassing approach;S?n ph?m công ngh?;3578;158,18;Tháng 6;11/06/2023;Lazada;Clinique;62;2
Extended mobile info-mediaries;?? handmade;1340;258,38;Tháng 4;27/11/2021;Lazada;Paula's Choice;61;3,2
Up-sized 6thgeneration collaboration;Mì ?n li?n;1374;115,99;Tháng 7;18/10/2023;Shopee;Dior;357;1,6
Cross-group intermediate circuit;N??c hoa nam;4866;113,74;Tháng 3;28/08/2023;Shopee;Neutrogena;939;3,6
Sharable executive Graphic Interface;Serum retinol;4881;170,84;Tháng 4;16/02/2022;Lazada;Wella;670;4,4
Universal dynamic model;S?n ph?m tr? m?n;238;92,92;Tháng 8;04/12/2022;Lazada;Simple;660;1,9
Cross-platform 4thgeneration success;M?t n? ng?;326;131,83;Tháng 9;26/11/2022;Shopee;Freeman;433;1,9
Right-sized bi-directional website;?? ?n nhanh;4767;47,73;Tháng 7;03/11/2022;Shopee;Lancôme;329;2,1
Quality-focused 24/7 functionalities;S?n ph?m d??ng móng;3763;439,27;Tháng 8;29/05/2022;Lazada;Muji;880;3,9
Universal clear-thinking functionalities;?? gia d?ng;2352;36,69;Tháng 7;09/11/2023;Lazada;Chanel;118;2,4
Optional interactive info-mediaries;M?t n? d??ng da;3625;380,72;Tháng 6;13/04/2023;Shopee;Fanta;243;3,9
Quality-focused modular workforce;?? trang trí;2497;291,68;Tháng 5;10/10/2023;Shopee;Nivea Men;775;1,3
Assimilated national pricing structure;Máy l?c không khí;3425;333,44;Tháng 4;28/02/2023;Shopee;Samsung;101;1,1
Optimized tangible projection;N??c cân b?ng;3918;479,4;Tháng 6;18/11/2021;Shopee;The Inkey List;216;4,5
Realigned full-range pricing structure;Son môi;4495;470,14;Tháng 4;08/04/2023;Lazada;Althea;660;2,8
Persistent disintermediate middleware;N??c t?y trang;2272;417,94;Tháng 2;19/10/2024;Lazada;Dr. Jart+;325;1,4
Operative mission-critical policy;?i?n tho?i thông minh;127;290,26;Tháng 3;02/05/2022;Shopee;Benefit Cosmetics;856;3,3
Universal value-added Graphical User Interface;S?n ph?m làm tr?ng;4906;467,15;Tháng 11;26/03/2023;Shopee;Lancôme;653;2,8
Reactive explicit open system;S?n ph?m b?o v? môi tr??ng;1944;287,55;Tháng 2;29/07/2022;Shopee;Adidas;795;2,7
Mandatory static support;?? gia d?ng;3701;484,83;Tháng 6;28/01/2024;Shopee;MAC Cosmetics;489;1,7
Customer-focused scalable process improvement;S?n ph?m x?t khoáng;4189;36,29;Tháng 1;19/03/2022;Shopee;Bioré;924;3,9
Vision-oriented cohesive conglomeration;Bút k? mày;2566;15,22;Tháng 11;14/11/2023;Lazada;Dell;443;3,3
Automated dedicated function;N?i th?t;997;370,93;Tháng 5;09/09/2023;Shopee;Huda Beauty;2;4,9
Devolved heuristic model;N??c t?y trang;739;167,93;Tháng 3;28/12/2023;Lazada;Jojoba Oil;585;2,2
Optional 24hour strategy;S?n ph?m b?o v? môi tr??ng;3532;134,98;Tháng 2;24/03/2022;Lazada;Eucerin;389;3,7
Networked directional model;?? g?;3952;105,78;Tháng 5;31/12/2023;Lazada;Mason Jar;920;2
Business-focused bifurcated model;M?t n? thiên nhiên;2631;442,73;Tháng 5;07/11/2023;Shopee;Urban Decay;976;1,5
Robust multi-state migration;Th?c ph?m ch?c n?ng gi?m cân;3481;246,11;Tháng 8;16/05/2023;Lazada;Fanta;990;1,3
Cloned web-enabled software;D?u t?y trang;803;17,04;Tháng 7;15/02/2023;Shopee;Olay Regenerist;708;2,2
Advanced client-server policy;S?n ph?m du l?ch;4771;296;Tháng 9;29/07/2023;Shopee;Benefit Cosmetics;811;2,2
Reduced responsive methodology;S?n ph?m ch?ng gàu;3409;459,22;Tháng 4;15/09/2024;Shopee;Olay;537;2,5
Total next generation neural-net;Th?c ph?m ch?c n?ng;4471;364,74;Tháng 11;07/01/2024;Lazada;Yves Saint Laurent;840;3,5
Object-based object-oriented structure;S?n ph?m t?p th? d?c;1469;153,91;Tháng 6;17/09/2024;Lazada;Aveda;738;4,3
Organic systematic installation;S?n ph?m làm ??p;768;262,38;Tháng 6;31/08/2023;Lazada;Revlon Colorstay;163;4,6
Ameliorated bifurcated matrices;Ph? ki?n th?i trang;1642;260,34;Tháng 5;17/11/2022;Shopee;LANEIGE;488;3,4
Stand-alone attitude-oriented workforce;?? ?n nhanh;723;313,41;Tháng 11;28/12/2023;Shopee;Sony;198;4,6
Cloned human-resource workforce;Máy ?nh;1746;478,16;Tháng 8;18/06/2024;Lazada;The Body Shop Tea Tree;399;4,6
Cloned scalable implementation;?? handmade;2803;108,24;Tháng 4;03/05/2023;Shopee;Sunsilk;692;2,9
User-centric object-oriented firmware;Kem m?t;3232;56,3;Tháng 3;25/11/2022;Lazada;Aveeno;770;3,9
Visionary leadingedge artificial intelligence;M? ph?m Nh?t B?n;1600;380,26;Tháng 2;16/08/2022;Shopee;Innisfree;526;1,3
Down-sized cohesive ability;Th?c ph?m ch?c n?ng;854;166,39;Tháng 3;25/09/2024;Lazada;Maybelline;527;2,2
Exclusive holistic hierarchy;Tinh ch?t d??ng da;4863;409,3;Tháng 10;19/12/2023;Lazada;Olay Regenerist;570;3,8
Virtual dynamic attitude;?? dùng nhà b?p;3478;199,76;Tháng 11;20/02/2022;Shopee;L'Oreal Elvive;234;2,7
Sharable hybrid success;Ph? ki?n th?i trang;840;28,05;Tháng 10;09/12/2021;Lazada;Sony;263;1
Proactive systematic moratorium;Máy tính xách tay;3286;91,8;Tháng 11;13/03/2024;Lazada;Estée Lauder;312;4,3
Synergized needs-based Graphic Interface;D?u x?;4279;219,51;Tháng 11;08/11/2021;Lazada;Missha;484;1,6
Automated stable database;Kem m?t;1316;485,04;Tháng 8;04/07/2024;Lazada;Paula's Choice;588;2,8
Grass-roots fault-tolerant functionalities;S?n ph?m ch?m sóc thú c?ng;705;174,79;Tháng 6;09/04/2022;Lazada;Vichy;501;2,7
